"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","population","TE","BH","signif"
"GYPSY-6_DBP-I",19.1273340110944,0.011654041884431,0.104913624988831,0.1110822534792,0.911551121312802,0.999945529425441,"chicharo vs makindu","GYPSY-6_DBP-I",0.999945529425441,FALSE
"GYPSY-6_DEL-I",79.7542534481579,0.0233587690871389,0.105554347981184,0.221296133545374,0.824861860343818,0.999945529425441,"chicharo vs makindu","GYPSY-6_DEL-I",0.999945529425441,FALSE
"GYPSY-6_DEL-LTR",84.7222249398644,-0.000283584735842111,0.0847015526497901,-0.00334804648758483,0.997328650389418,0.999945529425441,"chicharo vs makindu","GYPSY-6_DEL-LTR",0.999945529425441,FALSE
"GYPSY-6_DEU-I",909.149321959909,-0.00820332337388788,0.103659725175767,-0.0791370357193039,0.936923625629949,0.999945529425441,"chicharo vs makindu","GYPSY-6_DEU-I",0.999945529425441,FALSE
"GYPSY-6_DFI-I",119.267020104888,0.0112315454684416,0.112754943509055,0.0996102265577356,0.920653774590512,0.999945529425441,"chicharo vs makindu","GYPSY-6_DFI-I",0.999945529425441,FALSE
"GYPSY-6_DGRI-I",500.331028071386,0.0268107720582552,0.104718699606176,0.256026594668235,0.797930301960654,0.999945529425441,"chicharo vs makindu","GYPSY-6_DGRI-I",0.999945529425441,FALSE
"GYPSY-6_DPER-I",187.897413037826,0.00436842343454529,0.115217550814392,0.037914565998565,0.969755799412292,0.999945529425441,"chicharo vs makindu","GYPSY-6_DPER-I",0.999945529425441,FALSE
"GYPSY-6_DPER-LTR",4.1440016592198,0.00492937018064672,0.0875717959156052,0.0562894723022155,0.955111205424482,0.999945529425441,"chicharo vs makindu","GYPSY-6_DPER-LTR",0.999945529425441,FALSE
"GYPSY-6_DRH-I",177.757081177145,0.014243415022161,0.113463356278297,0.125533172024504,0.900101465263329,0.999945529425441,"chicharo vs makindu","GYPSY-6_DRH-I",0.999945529425441,FALSE
"GYPSY-6_DRH-LTR:GYPSY-6_DRH-I",4.45290700741563,0.0174116614647219,0.0865449119159052,0.201186425397725,0.840552805450025,0.999945529425441,"chicharo vs makindu","GYPSY-6_DRH-LTR:GYPSY-6_DRH-I",0.999945529425441,FALSE
"GYPSY-6_DRH-LTR",0.544955531134115,-0.000992166110946013,0.0480953249493816,-0.0206291591124549,0.983541479804131,0.999945529425441,"chicharo vs makindu","GYPSY-6_DRH-LTR",0.999945529425441,FALSE
"GYPSY-6_DSE-I:GYPSY-6_DSE-LTR",207.397449182155,-0.00981935372339824,0.112727333584935,-0.0871071231007148,0.930586363494322,0.999945529425441,"chicharo vs makindu","GYPSY-6_DSE-I:GYPSY-6_DSE-LTR",0.999945529425441,FALSE
"GYPSY-6_DSE-I",18132.6501465947,0.0306784484816636,0.104855046323118,0.292579609255294,0.76984350151781,0.999945529425441,"chicharo vs makindu","GYPSY-6_DSE-I",0.999945529425441,FALSE
"GYPSY-6_DSE-LTR:GYPSY-6_DSE-I",600.786769271398,-0.0144067797326553,0.111669710379482,-0.129012421396074,0.897347820117763,0.999945529425441,"chicharo vs makindu","GYPSY-6_DSE-LTR:GYPSY-6_DSE-I",0.999945529425441,FALSE
"GYPSY-6_DSE-LTR",76.7886205003206,0.00855680285331153,0.098468253147951,0.0868991028047864,0.930751712681931,0.999945529425441,"chicharo vs makindu","GYPSY-6_DSE-LTR",0.999945529425441,FALSE
"GYPSY-6_DSIM-I:GYPSY-6_DSIM-LTR",539.95704306472,-0.000856813081695892,0.0915950785024714,-0.00935435719587023,0.992536411666309,0.999945529425441,"chicharo vs makindu","GYPSY-6_DSIM-I:GYPSY-6_DSIM-LTR",0.999945529425441,FALSE
"GYPSY-6_DSIM-I",1772.32276343014,-0.00207814429342494,0.100330418857043,-0.0207130032655999,0.98347459613985,0.999945529425441,"chicharo vs makindu","GYPSY-6_DSIM-I",0.999945529425441,FALSE
"GYPSY-6_DSIM-LTR:GYPSY-6_DSIM-I",241.925937444182,0.000212628254636431,0.0983257656891982,0.00216248765667929,0.998274585830583,0.999945529425441,"chicharo vs makindu","GYPSY-6_DSIM-LTR:GYPSY-6_DSIM-I",0.999945529425441,FALSE
"GYPSY-6_DSIM-LTR",85.480275044009,-0.00592254495071635,0.0832439665258297,-0.0711468373972622,0.943280891737788,0.999945529425441,"chicharo vs makindu","GYPSY-6_DSIM-LTR",0.999945529425441,FALSE
"GYPSY-6_DTA-I",29.0287307143513,-0.00330299656602693,0.107284309074521,-0.0307873219720568,0.97543915122903,0.999945529425441,"chicharo vs makindu","GYPSY-6_DTA-I",0.999945529425441,FALSE
"GYPSY-6_DTA-LTR",3.48224321582033,-0.0592749959829787,0.0810354511941369,-0.731469932103833,0.464492163738652,0.999945529425441,"chicharo vs makindu","GYPSY-6_DTA-LTR",0.999945529425441,FALSE
"GYPSY-6_DVIR-I",4.65282179005163,-0.00627776186314829,0.0906743606568283,-0.0692341453270069,0.944803244265076,0.999945529425441,"chicharo vs makindu","GYPSY-6_DVIR-I",0.999945529425441,FALSE
"GYPSY-6_DWIL-I",17.2005640644765,0.00299353852474439,0.10559369211301,0.0283495961249333,0.977383324489669,0.999945529425441,"chicharo vs makindu","GYPSY-6_DWIL-I",0.999945529425441,FALSE
"GYPSY-6_DWIL-LTR",0.450418585028206,0.00720862620996813,0.0448297963972533,0.160799887335866,0.872251013974527,0.999945529425441,"chicharo vs makindu","GYPSY-6_DWIL-LTR",0.999945529425441,FALSE
"GYPSY6",1557.6027697684,0.0109688140346876,0.11608021244574,0.0944934007578143,0.924717224423189,0.999945529425441,"chicharo vs makindu","GYPSY6",0.999945529425441,FALSE
"GYPSY6-I_DMOJ",67.0874751786584,0.00425340576786528,0.111208221321408,0.0382472241469659,0.969490568995168,0.999945529425441,"chicharo vs makindu","GYPSY6-I_DMOJ",0.999945529425441,FALSE
"GYPSY6-I_DPSE",41.9916133960805,0.00957827348255171,0.10891016114367,0.0879465550502351,0.929919154349682,0.999945529425441,"chicharo vs makindu","GYPSY6-I_DPSE",0.999945529425441,FALSE
"GYPSY6-I_DYA",177.887733836342,0.0208856280262394,0.103611472972019,0.201576402951821,0.840247894249573,0.999945529425441,"chicharo vs makindu","GYPSY6-I_DYA",0.999945529425441,FALSE
"GYPSY6_I-INT",63.7311205062594,0.0050889495537878,0.111647919606242,0.0455803347857748,0.963644743446914,0.999945529425441,"chicharo vs makindu","GYPSY6_I-INT",0.999945529425441,FALSE
"GYPSY6-LTR_DMOJ",1.12604646257051,0.0132808894024834,0.0606604671191754,0.218938132744533,0.826698241353895,0.999945529425441,"chicharo vs makindu","GYPSY6-LTR_DMOJ",0.999945529425441,FALSE
"GYPSY6-LTR_DPSE",1.92267578739932,0.00847702346332745,0.0738151306308543,0.114841271577783,0.90857093545931,0.999945529425441,"chicharo vs makindu","GYPSY6-LTR_DPSE",0.999945529425441,FALSE
"GYPSY6-LTR_DYA",15.1043337991611,0.00995967213955447,0.100535270830215,0.0990664475990171,0.921085511942115,0.999945529425441,"chicharo vs makindu","GYPSY6-LTR_DYA",0.999945529425441,FALSE
"GYPSY6_LTR",0.225209292514103,0.00409939508565941,0.0338956938919664,0.120941471171092,0.903737393994461,0.999945529425441,"chicharo vs makindu","GYPSY6_LTR",0.999945529425441,FALSE
"GYPSY-7_DAN-I",55.6772031805428,0.0209071728713989,0.1026980212947,0.203579120686309,0.83868241072497,0.999945529425441,"chicharo vs makindu","GYPSY-7_DAN-I",0.999945529425441,FALSE
"GYPSY-7_DBI-I",499.180458540364,-0.0046457380668922,0.0959220688424851,-0.0484324214745725,0.961371621014405,0.999945529425441,"chicharo vs makindu","GYPSY-7_DBI-I",0.999945529425441,FALSE
"GYPSY-7_DBP-I",89.0399488351523,-0.00589622017324074,0.10063248256995,-0.0585916199487802,0.953277385529329,0.999945529425441,"chicharo vs makindu","GYPSY-7_DBP-I",0.999945529425441,FALSE
"GYPSY-7_DEL-I",75.9169645031488,-0.0211535246994596,0.10109221659354,-0.209249786108768,0.834253248861212,0.999945529425441,"chicharo vs makindu","GYPSY-7_DEL-I",0.999945529425441,FALSE
"GYPSY-7_DEL-LTR",41.2509822521009,0.0096930272099917,0.0960742362120516,0.100891015033391,0.919636975678281,0.999945529425441,"chicharo vs makindu","GYPSY-7_DEL-LTR",0.999945529425441,FALSE
"GYPSY-7_DEU-I",501.538105494209,-0.044161474813334,0.104935065345513,-0.420845736055209,0.673867731863145,0.999945529425441,"chicharo vs makindu","GYPSY-7_DEU-I",0.999945529425441,FALSE
"GYPSY-7_DEU-LTR",0.0945369461059088,-0.00932261890554725,0.0223400317704903,-0.417305534805095,0.676454940630551,0.999945529425441,"chicharo vs makindu","GYPSY-7_DEU-LTR",0.999945529425441,FALSE
"GYPSY-7_DFI-I",67.4930873527619,0.011641580430378,0.113462582116922,0.102602815951972,0.918278207831325,0.999945529425441,"chicharo vs makindu","GYPSY-7_DFI-I",0.999945529425441,FALSE
"GYPSY-7_DPER-I",79.0022620521309,0.00793953595736967,0.111367664479494,0.0712912136074433,0.943165987963228,0.999945529425441,"chicharo vs makindu","GYPSY-7_DPER-I",0.999945529425441,FALSE
"GYPSY-7_DPER-LTR",0.0945369461059088,-0.00932261890554725,0.0223400317704903,-0.417305534805095,0.676454940630551,0.999945529425441,"chicharo vs makindu","GYPSY-7_DPER-LTR",0.999945529425441,FALSE
"GYPSY-7_DRH-I",23.7767500236993,0.0330058202934301,0.108750387684732,0.30350071384678,0.761508303539921,0.999945529425441,"chicharo vs makindu","GYPSY-7_DRH-I",0.999945529425441,FALSE
"GYPSY-7_DSE-I",613.460893647872,-0.000179261343264362,0.108602033786841,-0.00165062602433586,0.998682991577569,0.999945529425441,"chicharo vs makindu","GYPSY-7_DSE-I",0.999945529425441,FALSE
"GYPSY-7_DSE-LTR",72.266367577584,-0.0126638229524504,0.0858534232992707,-0.147505160141448,0.882733307078526,0.999945529425441,"chicharo vs makindu","GYPSY-7_DSE-LTR",0.999945529425441,FALSE
"GYPSY-7_DSIM-I",7558.05886830406,-0.00796499189221828,0.0917484673095193,-0.0868133509560206,0.930819875163561,0.999945529425441,"chicharo vs makindu","GYPSY-7_DSIM-I",0.999945529425441,FALSE
"GYPSY-7_DSIM-LTR",605.165852841556,-0.0154070627065197,0.094338788489655,-0.163316308733488,0.870269393782677,0.999945529425441,"chicharo vs makindu","GYPSY-7_DSIM-LTR",0.999945529425441,FALSE
"GYPSY-7_DTA-I",22.0272133697117,-0.020074570074995,0.105708568113992,-0.189904852871976,0.849383689630034,0.999945529425441,"chicharo vs makindu","GYPSY-7_DTA-I",0.999945529425441,FALSE
"GYPSY-7_DTA-LTR",21.3741627857144,0.0173756894597866,0.106117881358443,0.16373950589058,0.869936216038214,0.999945529425441,"chicharo vs makindu","GYPSY-7_DTA-LTR",0.999945529425441,FALSE
"GYPSY-7_DVIR-I",104.831815755783,0.00351752545321998,0.110707537749092,0.0317731341942779,0.974652971622754,0.999945529425441,"chicharo vs makindu","GYPSY-7_DVIR-I",0.999945529425441,FALSE
"GYPSY-7_DVIR-LTR",5.73609031757493,0.0238706616689237,0.088972200477398,0.268293484266332,0.788473421237783,0.999945529425441,"chicharo vs makindu","GYPSY-7_DVIR-LTR",0.999945529425441,FALSE
"GYPSY-7_DWIL-I",15.8679602845251,0.0264374073413903,0.10589313717531,0.249661196623367,0.80284936865286,0.999945529425441,"chicharo vs makindu","GYPSY-7_DWIL-I",0.999945529425441,FALSE
"GYPSY7",69.8697957162157,0.0124363182094065,0.113688916146003,0.109389011972244,0.912893948624473,0.999945529425441,"chicharo vs makindu","GYPSY7",0.999945529425441,FALSE
"GYPSY7-I_DMOJ",11.4758990019787,-0.0116127993438047,0.0980525284722004,-0.118434471040664,0.905723414032498,0.999945529425441,"chicharo vs makindu","GYPSY7-I_DMOJ",0.999945529425441,FALSE
"GYPSY7-I_DPSE",133.636840347179,0.0266350031946611,0.111260647960577,0.239392846283788,0.810800976607261,0.999945529425441,"chicharo vs makindu","GYPSY7-I_DPSE",0.999945529425441,FALSE
"GYPSY7-I_DYA:GYPSY7-LTR_DYA",9.44598682563316,0.00316514074207005,0.100926650548032,0.031360802373638,0.974981800938373,0.999945529425441,"chicharo vs makindu","GYPSY7-I_DYA:GYPSY7-LTR_DYA",0.999945529425441,FALSE
"GYPSY7-I_DYA",216.6992835828,0.016353576575658,0.115359321224674,0.141762073511232,0.887267942401834,0.999945529425441,"chicharo vs makindu","GYPSY7-I_DYA",0.999945529425441,FALSE
"GYPSY7_I-INT:GYPSY7_LTR",16.5514006881148,0.000719830272752678,0.10672434409427,0.00674476173980369,0.994618499543915,0.999945529425441,"chicharo vs makindu","GYPSY7_I-INT:GYPSY7_LTR",0.999945529425441,FALSE
"GYPSY7_I-INT",180.123599452593,-0.0225097599608221,0.113062341322598,-0.199091578128526,0.842191109039804,0.999945529425441,"chicharo vs makindu","GYPSY7_I-INT",0.999945529425441,FALSE
"GYPSY7-LTR_DYA",3.30039604366453,0.0148213099794063,0.0833565830347266,0.177806112484621,0.858875246777126,0.999945529425441,"chicharo vs makindu","GYPSY7-LTR_DYA",0.999945529425441,FALSE
"GYPSY7_LTR:GYPSY7_I-INT",1.93351667782351,-0.010346746552112,0.0727410687761897,-0.142240782630607,0.886889819385874,0.999945529425441,"chicharo vs makindu","GYPSY7_LTR:GYPSY7_I-INT",0.999945529425441,FALSE
"GYPSY7_LTR",32.1396768940724,-0.0020194749731059,0.0920116879066654,-0.0219480265936911,0.982489414306596,0.999945529425441,"chicharo vs makindu","GYPSY7_LTR",0.999945529425441,FALSE
"GYPSY-8_DAN-I",10.3582494301086,-0.0437568493385478,0.0980964985625445,-0.446059237380927,0.655554456534541,0.999945529425441,"chicharo vs makindu","GYPSY-8_DAN-I",0.999945529425441,FALSE
"GYPSY-8_DAN-LTR",26.9660887358083,0.00229075908564828,0.1056979004978,0.021672701868813,0.982709039409927,0.999945529425441,"chicharo vs makindu","GYPSY-8_DAN-LTR",0.999945529425441,FALSE
"GYPSY-8_DBI-I",78.800048459685,-0.00319801944616031,0.107728685907888,-0.0296858670391164,0.976317583424224,0.999945529425441,"chicharo vs makindu","GYPSY-8_DBI-I",0.999945529425441,FALSE
"GYPSY-8_DBI-LTR",0.450418585028206,0.00720862620996813,0.0448297963972533,0.160799887335866,0.872251013974527,0.999945529425441,"chicharo vs makindu","GYPSY-8_DBI-LTR",0.999945529425441,FALSE
"GYPSY-8_DBP-I",47.2567099567319,0.0100232227649925,0.107380850497154,0.0933427395907824,0.925631278993608,0.999945529425441,"chicharo vs makindu","GYPSY-8_DBP-I",0.999945529425441,FALSE
"GYPSY-8_DEL-I",218.448426377867,0.0175062881120634,0.110529020500829,0.158386349872088,0.874152369236475,0.999945529425441,"chicharo vs makindu","GYPSY-8_DEL-I",0.999945529425441,FALSE
"GYPSY-8_DEL-LTR",2.30082357182296,-0.017036611422577,0.0777060985162474,-0.219244200235003,0.826459826125953,0.999945529425441,"chicharo vs makindu","GYPSY-8_DEL-LTR",0.999945529425441,FALSE
"GYPSY-8_DEU-I",83.2943124037905,0.0270666936259112,0.104907945794228,0.25800422857389,0.796403643755086,0.999945529425441,"chicharo vs makindu","GYPSY-8_DEU-I",0.999945529425441,FALSE
"GYPSY-8_DEU-LTR",1.37772025626521,0.0110615490576396,0.0635356770954607,0.174099806019536,0.861787025645885,0.999945529425441,"chicharo vs makindu","GYPSY-8_DEU-LTR",0.999945529425441,FALSE
"GYPSY-8_DFI-I",65.6908290066799,-0.0117081987183616,0.11215226903205,-0.104395558105166,0.916855447541502,0.999945529425441,"chicharo vs makindu","GYPSY-8_DFI-I",0.999945529425441,FALSE
"GYPSY-8_DMOJ-I",40.4956488196604,-0.0256354313366132,0.0991411294765656,-0.258575139016071,0.795963067206069,0.999945529425441,"chicharo vs makindu","GYPSY-8_DMOJ-I",0.999945529425441,FALSE
"GYPSY-8_DMOJ-LTR",2.84997745863632,0.0106304189768103,0.0782884648064356,0.135785252694551,0.891991049721306,0.999945529425441,"chicharo vs makindu","GYPSY-8_DMOJ-LTR",0.999945529425441,FALSE
"GYPSY-8_DPER-I",51.911288806074,-0.0193449160326487,0.1024930128496,-0.188743754279481,0.850293656912607,0.999945529425441,"chicharo vs makindu","GYPSY-8_DPER-I",0.999945529425441,FALSE
"GYPSY-8_DPER-LTR",9.50975671841852,-0.0105126907980193,0.0996351763176066,-0.105511840160829,0.915969675342701,0.999945529425441,"chicharo vs makindu","GYPSY-8_DPER-LTR",0.999945529425441,FALSE
"GYPSY-8_DRH-I",9.47245132681375,0.0015249228378313,0.100657916035063,0.0151495570134803,0.987912864708922,0.999945529425441,"chicharo vs makindu","GYPSY-8_DRH-I",0.999945529425441,FALSE
"GYPSY-8_DSE-I:GYPSY-8_DSE-LTR",848.160285970425,0.00426475604711973,0.0906854353160554,0.0470280153836861,0.962490899178057,0.999945529425441,"chicharo vs makindu","GYPSY-8_DSE-I:GYPSY-8_DSE-LTR",0.999945529425441,FALSE
"GYPSY-8_DSE-I",2189.21393295834,0.00272250858616404,0.0920504836710406,0.0295762550894728,0.976405002720994,0.999945529425441,"chicharo vs makindu","GYPSY-8_DSE-I",0.999945529425441,FALSE
"GYPSY-8_DSE-LTR:GYPSY-8_DSE-I:GYPSY-8_DSE-LTR",87.9474256563245,0.00600310168609729,0.0891816325164195,0.0673132069542687,0.946332363107238,0.999945529425441,"chicharo vs makindu","GYPSY-8_DSE-LTR:GYPSY-8_DSE-I:GYPSY-8_DSE-LTR",0.999945529425441,FALSE
"GYPSY-8_DSE-LTR:GYPSY-8_DSE-I",985.337208201809,0.00268354898067231,0.0900098260131947,0.0298139558705393,0.976215428539754,0.999945529425441,"chicharo vs makindu","GYPSY-8_DSE-LTR:GYPSY-8_DSE-I",0.999945529425441,FALSE
"GYPSY-8_DSE-LTR",224.605687120239,0.00716630450558542,0.0847863827949784,0.0845218803933909,0.932641507046892,0.999945529425441,"chicharo vs makindu","GYPSY-8_DSE-LTR",0.999945529425441,FALSE
"GYPSY-8_DSIM-I",29887.5854791996,0.00464601702942416,0.0881021673644862,0.0527344237764684,0.957943510966785,0.999945529425441,"chicharo vs makindu","GYPSY-8_DSIM-I",0.999945529425441,FALSE
"GYPSY-8_DTA-I",11.9557062561036,0.0115084451026474,0.100204695474448,0.114849359584971,0.908564524580928,0.999945529425441,"chicharo vs makindu","GYPSY-8_DTA-I",0.999945529425441,FALSE
"GYPSY-8_DVIR-I",42.9340586892236,-0.00486341488051432,0.112006011334111,-0.0434210166274637,0.965365924652933,0.999945529425441,"chicharo vs makindu","GYPSY-8_DVIR-I",0.999945529425441,FALSE
"GYPSY-8_DVIR-LTR",3.55334402512241,-0.0118822999867367,0.0752961637318704,-0.157807508348627,0.874608481990722,0.999945529425441,"chicharo vs makindu","GYPSY-8_DVIR-LTR",0.999945529425441,FALSE
"GYPSY-8_DWIL-I",8.2103641708533,-0.0012848229202469,0.0994487485417578,-0.0129194478471231,0.989692058782889,0.999945529425441,"chicharo vs makindu","GYPSY-8_DWIL-I",0.999945529425441,FALSE
"GYPSY8",4565.91385838036,-0.000284592140772087,0.107235455763432,-0.00265389967101845,0.997882496912235,0.999945529425441,"chicharo vs makindu","GYPSY8",0.999945529425441,FALSE
"GYPSY8-I_DPSE",1802.4729339224,0.0202681876056872,0.109830996397748,0.184539777207218,0.853590025259267,0.999945529425441,"chicharo vs makindu","GYPSY8-I_DPSE",0.999945529425441,FALSE
"GYPSY8-I_DYA:GYPSY8-LTR_DYA",1.82813884129341,0.0162197699196498,0.0724859925041965,0.223764197182108,0.822940790080936,0.999945529425441,"chicharo vs makindu","GYPSY8-I_DYA:GYPSY8-LTR_DYA",0.999945529425441,FALSE
"GYPSY8-I_DYA",288.650232566136,0.00473906315708525,0.115798157162316,0.0409252035888831,0.967355524717483,0.999945529425441,"chicharo vs makindu","GYPSY8-I_DYA",0.999945529425441,FALSE
"GYPSY8_I-INT:GYPSY8_LTR",1157.27559314899,-0.00486132483936858,0.0958073850264292,-0.0507406066664647,0.959532218866378,0.999945529425441,"chicharo vs makindu","GYPSY8_I-INT:GYPSY8_LTR",0.999945529425441,FALSE
"GYPSY8_I-INT",10484.6167931788,0.00507292130506275,0.0957987397934559,0.0529539461166198,0.957768601869268,0.999945529425441,"chicharo vs makindu","GYPSY8_I-INT",0.999945529425441,FALSE
"GYPSY8-LTR_DPSE",4.35837006130972,0.0218382221280061,0.0856329921762801,0.255021126472505,0.798706782022054,0.999945529425441,"chicharo vs makindu","GYPSY8-LTR_DPSE",0.999945529425441,FALSE
"GYPSY8-LTR_DYA:GYPSY8-I_DYA",2.75544051253041,0.0167413405387109,0.0768180585844456,0.217934960180063,0.827479787476757,0.999945529425441,"chicharo vs makindu","GYPSY8-LTR_DYA:GYPSY8-I_DYA",0.999945529425441,FALSE
"GYPSY8-LTR_DYA",20.785845134222,-0.00532816099541108,0.103131566805752,-0.0516637258643289,0.958796641186907,0.999945529425441,"chicharo vs makindu","GYPSY8-LTR_DYA",0.999945529425441,FALSE
"GYPSY8_LTR:GYPSY8_I-INT",5.07560588259676,0.0237804807117605,0.0888659630394247,0.267599426129107,0.78900767273973,0.999945529425441,"chicharo vs makindu","GYPSY8_LTR:GYPSY8_I-INT",0.999945529425441,FALSE
"GYPSY8_LTR",186.725058077426,-0.00844094814959328,0.100396731638214,-0.0840759256985654,0.9329960653692,0.999945529425441,"chicharo vs makindu","GYPSY8_LTR",0.999945529425441,FALSE
"GYPSY-9_DAN-I",21.0603692587291,0.0217127693788294,0.108493914932932,0.200128914070911,0.841379760610636,0.999945529425441,"chicharo vs makindu","GYPSY-9_DAN-I",0.999945529425441,FALSE
"GYPSY-9_DAN-LTR",3.9187923667057,0.00311974452399704,0.0859036376759767,0.0363167917959951,0.971029760854645,0.999945529425441,"chicharo vs makindu","GYPSY-9_DAN-LTR",0.999945529425441,FALSE
"GYPSY-9_DBI-I",15.7672636752015,-0.0353547773140179,0.104310925989138,-0.338936472653875,0.734657587736433,0.999945529425441,"chicharo vs makindu","GYPSY-9_DBI-I",0.999945529425441,FALSE
"GYPSY-9_DBI-LTR",26.4435035466362,-0.00307178941474725,0.109469937254253,-0.0280605752756828,0.97761383805413,0.999945529425441,"chicharo vs makindu","GYPSY-9_DBI-LTR",0.999945529425441,FALSE
"GYPSY-9_DBP-I",503.928097889071,0.0138186470589359,0.112929003593318,0.122365792836532,0.902609328248144,0.999945529425441,"chicharo vs makindu","GYPSY-9_DBP-I",0.999945529425441,FALSE
"GYPSY-9_DBP-LTR",0.225209292514103,0.00409939508565941,0.0338956938919664,0.120941471171092,0.903737393994461,0.999945529425441,"chicharo vs makindu","GYPSY-9_DBP-LTR",0.999945529425441,FALSE
"GYPSY-9_DEL-I",82.9130111109715,0.000795004155317979,0.101962903096634,0.0077969941142665,0.993778961808337,0.999945529425441,"chicharo vs makindu","GYPSY-9_DEL-I",0.999945529425441,FALSE
"GYPSY-9_DEU-I",19.8891021233841,-0.00150935602074862,0.108164183910776,-0.0139543050774891,0.988866436749231,0.999945529425441,"chicharo vs makindu","GYPSY-9_DEU-I",0.999945529425441,FALSE
"GYPSY-9_DFI-I",232.822992307416,-0.0126361584919892,0.103088015309473,-0.122576406714739,0.902442538244765,0.999945529425441,"chicharo vs makindu","GYPSY-9_DFI-I",0.999945529425441,FALSE
"GYPSY-9_DMOJ-I",86.1267063854704,0.00332706669452617,0.108108237118553,0.0307753301987311,0.975448714748081,0.999945529425441,"chicharo vs makindu","GYPSY-9_DMOJ-I",0.999945529425441,FALSE
"GYPSY-9_DMOJ-LTR",22.8849995674535,0.0030063218663685,0.102466030160363,0.0293396929856998,0.97659367009291,0.999945529425441,"chicharo vs makindu","GYPSY-9_DMOJ-LTR",0.999945529425441,FALSE
"GYPSY-9_DPER-I",11.2336877144843,-0.00782325001534335,0.098485066411573,-0.0794359013035508,0.936685913740244,0.999945529425441,"chicharo vs makindu","GYPSY-9_DPER-I",0.999945529425441,FALSE
"GYPSY-9_DPER-LTR",2.09065352541229,-0.0100878718644886,0.0729596829541977,-0.138266388449378,0.890029888458307,0.999945529425441,"chicharo vs makindu","GYPSY-9_DPER-LTR",0.999945529425441,FALSE
"GYPSY-9_DRH-I:GYPSY-9_DRH-LTR",24.5111554187767,0.0303942167753319,0.100448132014462,0.302586182199545,0.762205246118224,0.999945529425441,"chicharo vs makindu","GYPSY-9_DRH-I:GYPSY-9_DRH-LTR",0.999945529425441,FALSE
"GYPSY-9_DRH-I",26.0906502720907,0.00813826861080087,0.108696796563679,0.0748712829456122,0.940317125296936,0.999945529425441,"chicharo vs makindu","GYPSY-9_DRH-I",0.999945529425441,FALSE
"GYPSY-9_DRH-LTR:GYPSY-9_DRH-I",1.03267950776709,-0.0256747480054021,0.060757174363383,-0.42257969160718,0.672601946230789,0.999945529425441,"chicharo vs makindu","GYPSY-9_DRH-LTR:GYPSY-9_DRH-I",0.999945529425441,FALSE
"GYPSY-9_DRH-LTR",41.0513406860742,-0.0045791211539182,0.109441366795983,-0.0418408622623878,0.966625560144484,0.999945529425441,"chicharo vs makindu","GYPSY-9_DRH-LTR",0.999945529425441,FALSE
"GYPSY-9_DSIM-I:GYPSY-9_DSIM-LTR",63.5109431411102,0.00426177733851894,0.0992124468614166,0.0429560753044619,0.96573654833866,0.999945529425441,"chicharo vs makindu","GYPSY-9_DSIM-I:GYPSY-9_DSIM-LTR",0.999945529425441,FALSE
"GYPSY-9_DSIM-I",255.397390870368,0.00580562719486801,0.112083020683999,0.0517975618379885,0.958689998316762,0.999945529425441,"chicharo vs makindu","GYPSY-9_DSIM-I",0.999945529425441,FALSE
"GYPSY-9_DSIM-LTR:GYPSY-9_DSIM-I:GYPSY-9_DSIM-LTR",181.883367546724,0.00752078135478202,0.102058074508702,0.0736911938715907,0.941256106010376,0.999945529425441,"chicharo vs makindu","GYPSY-9_DSIM-LTR:GYPSY-9_DSIM-I:GYPSY-9_DSIM-LTR",0.999945529425441,FALSE
"GYPSY-9_DSIM-LTR:GYPSY-9_DSIM-I",270.444575825906,0.00360321917465436,0.102386269005846,0.035192406263467,0.971926317405978,0.999945529425441,"chicharo vs makindu","GYPSY-9_DSIM-LTR:GYPSY-9_DSIM-I",0.999945529425441,FALSE
"GYPSY-9_DSIM-LTR",435.051747321949,0.00518569375150944,0.112922215250953,0.0459227065284278,0.963371856074385,0.999945529425441,"chicharo vs makindu","GYPSY-9_DSIM-LTR",0.999945529425441,FALSE
"GYPSY-9_DTA-I",66.6855815507257,-0.0216617416144508,0.109484098665391,-0.197852856063182,0.843160190340646,0.999945529425441,"chicharo vs makindu","GYPSY-9_DTA-I",0.999945529425441,FALSE
"GYPSY-9_DTA-LTR",2.86081834906051,-0.00722464314116238,0.0819633243518561,-0.0881448281690977,0.929761567285777,0.999945529425441,"chicharo vs makindu","GYPSY-9_DTA-LTR",0.999945529425441,FALSE
"GYPSY-9_DVIR-I",9.69951917174401,-0.00656884882270911,0.0991983237358741,-0.0662193530628537,0.947203189074783,0.999945529425441,"chicharo vs makindu","GYPSY-9_DVIR-I",0.999945529425441,FALSE
"GYPSY-9_DVIR-LTR",0.450418585028206,0.00720862620996813,0.0448297963972533,0.160799887335866,0.872251013974527,0.999945529425441,"chicharo vs makindu","GYPSY-9_DVIR-LTR",0.999945529425441,FALSE
"GYPSY-9_DWIL-I",17.5352453527393,0.00269923567663395,0.105308102454511,0.0256317948355391,0.979551025784439,0.999945529425441,"chicharo vs makindu","GYPSY-9_DWIL-I",0.999945529425441,FALSE
"GYPSY9",727.813031638833,-8.57854650156309e-05,0.0955931708115932,-0.000897401606069826,0.999283977209783,0.999945529425441,"chicharo vs makindu","GYPSY9",0.999945529425441,FALSE
