"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","population","TE","BH","signif"
"I-1_DEU1",20.352700140103,-0.0223451344648543,0.101898309190627,-0.219288569578244,0.826425265379691,0.999945529425441,"makindu vs chicharo","I-1_DEU",0.999945529425441,FALSE
"I-1_DF1",74.0818073347208,0.0187307434980366,0.0834406959643848,0.224479713184937,0.822384050681219,0.999945529425441,"makindu vs chicharo","I-1_DF",0.999945529425441,FALSE
"I-1_DK1",29.6360775747049,-0.0188022391933094,0.106038970704269,-0.177314425710022,0.859261420253737,0.999945529425441,"makindu vs chicharo","I-1_DK",0.999945529425441,FALSE
"I-1_DPE1",15.0821718501204,-0.0202258836702271,0.106022433961921,-0.190769848553859,0.848705912187199,0.999945529425441,"makindu vs chicharo","I-1_DPE",0.999945529425441,FALSE
"I-1_DT1",17.0523040964385,-0.0207660157726914,0.100272333752702,-0.207096164969151,0.835934757088425,0.999945529425441,"makindu vs chicharo","I-1_DT",0.999945529425441,FALSE
"I-1_DVI1",17.1692113845064,-0.0130091612960721,0.1067917502569,-0.121818036175801,0.903043129531075,0.999945529425441,"makindu vs chicharo","I-1_DVI",0.999945529425441,FALSE
"I-1_DWI1",13.217793412064,-0.0119451586743954,0.0985281787846034,-0.121235963373577,0.903504139541454,0.999945529425441,"makindu vs chicharo","I-1_DWI",0.999945529425441,FALSE
"I-1_DYA1",42.9312383590844,-0.0170838980199655,0.11201531683019,-0.152513946337035,0.878781591525171,0.999945529425441,"makindu vs chicharo","I-1_DYA",0.999945529425441,FALSE
"I-2_DAN1",25.5781123124556,0.0377727824407402,0.107125641846758,0.352602624260342,0.724386369933346,0.999945529425441,"makindu vs chicharo","I-2_DAN",0.999945529425441,FALSE
"I-2_DBI1",41.3058330098858,-0.0298870992225554,0.108018901554093,-0.276683976531539,0.782022776602158,0.999945529425441,"makindu vs chicharo","I-2_DBI",0.999945529425441,FALSE
"I-2_DBP1",56.5607667596899,-0.0122758323347942,0.111875656105281,-0.109727466744346,0.912625516628114,0.999945529425441,"makindu vs chicharo","I-2_DBP",0.999945529425441,FALSE
"I-2_DEL1",42.5967273529668,0.0163070816428364,0.110623069460818,0.147411220121787,0.882807449894435,0.999945529425441,"makindu vs chicharo","I-2_DEL",0.999945529425441,FALSE
"I-2_DEU1",6.98138405081837,0.0297224526106164,0.0929952144376703,0.319612711152333,0.749261937330754,0.999945529425441,"makindu vs chicharo","I-2_DEU",0.999945529425441,FALSE
"I-2_DF1",7.14574761846317,-0.0190577920631037,0.0963562978764711,-0.197784602388272,0.843213593707827,0.999945529425441,"makindu vs chicharo","I-2_DF",0.999945529425441,FALSE
"I-2_DK1",15.5908877844916,-0.0145962921828989,0.101739105561462,-0.14346786422337,0.885920689303027,0.999945529425441,"makindu vs chicharo","I-2_DK",0.999945529425441,FALSE
"I-2_DVI1",37.2110450482171,0.0260824799720081,0.11000825207215,0.237095667649566,0.812582573274216,0.999945529425441,"makindu vs chicharo","I-2_DVI",0.999945529425441,FALSE
"I-2_DWI1",1305.60957998094,0.00316100904289456,0.113806314140508,0.0277753397671057,0.977841334387842,0.999945529425441,"makindu vs chicharo","I-2_DWI",0.999945529425441,FALSE
"I-2_DYA1",27.7181859489763,0.0098017008514572,0.108141058841083,0.0906381068994441,0.92778015161066,0.999945529425441,"makindu vs chicharo","I-2_DYA",0.999945529425441,FALSE
"I-3_DAN1",25.3441297988258,-0.0186882450026473,0.108810382194474,-0.171750568518786,0.863633628529285,0.999945529425441,"makindu vs chicharo","I-3_DAN",0.999945529425441,FALSE
"I-3_DBI1",9.46591298852952,-0.0234238606905818,0.0994506364016418,-0.235532536925979,0.813795428242142,0.999945529425441,"makindu vs chicharo","I-3_DBI",0.999945529425441,FALSE
"I-3_DBP1",11.1121006405483,-0.0171504108367209,0.0991081060612049,-0.173047508607718,0.862614084418333,0.999945529425441,"makindu vs chicharo","I-3_DBP",0.999945529425441,FALSE
"I-3_DEU1",58.3769989157173,-0.0195834929856586,0.113108296891276,-0.17313931447914,0.862541923093381,0.999945529425441,"makindu vs chicharo","I-3_DEU",0.999945529425441,FALSE
"I-3_DF1",14.6593877575753,-0.00568184955397709,0.104528984916579,-0.0543566892810791,0.956650984755591,0.999945529425441,"makindu vs chicharo","I-3_DF",0.999945529425441,FALSE
"I-3_DK1",5.49642740560691,0.0130299869042811,0.0930952356716458,0.139964057347026,0.888688388874887,0.999945529425441,"makindu vs chicharo","I-3_DK",0.999945529425441,FALSE
"I-3_DYA1",37.0060746873234,0.031406275616431,0.102968178368038,0.305009529295313,0.760358894601593,0.999945529425441,"makindu vs chicharo","I-3_DYA",0.999945529425441,FALSE
"I-4_DAN1",229.226216115872,-0.0320065586397941,0.105034093855534,-0.304725422621501,0.760575285467116,0.999945529425441,"makindu vs chicharo","I-4_DAN",0.999945529425441,FALSE
"I-4_DBI1",308.350135832631,0.00532590572327065,0.111751185318167,0.0476586061088056,0.961988324131449,0.999945529425441,"makindu vs chicharo","I-4_DBI",0.999945529425441,FALSE
"I-4_DBP1",127.636481168872,-0.0232159424762642,0.112759371969922,-0.205889249564613,0.836877423154698,0.999945529425441,"makindu vs chicharo","I-4_DBP",0.999945529425441,FALSE
"I-4_DEU1",223.109813720084,-0.0154579818462884,0.105997022866274,-0.145834113339109,0.884052345233005,0.999945529425441,"makindu vs chicharo","I-4_DEU",0.999945529425441,FALSE
"I-4_DF1",65.0124425606675,-0.0289628744127399,0.105073140686193,-0.275644891012054,0.782820826804511,0.999945529425441,"makindu vs chicharo","I-4_DF",0.999945529425441,FALSE
"I-4_DK1",25.9131058314167,-0.00949956904694271,0.109874997015607,-0.0864579686458909,0.931102367073644,0.999945529425441,"makindu vs chicharo","I-4_DK",0.999945529425441,FALSE
"I-4_DYA1",23.4285767143637,-0.0122175858754371,0.109037031745541,-0.112049875898577,0.910783860286965,0.999945529425441,"makindu vs chicharo","I-4_DYA",0.999945529425441,FALSE
"I-5_DBI1",9.54530649207129,-0.0194454140125002,0.0977735222034097,-0.198882208334948,0.842354887193309,0.999945529425441,"makindu vs chicharo","I-5_DBI",0.999945529425441,FALSE
"I-5_DBP1",8.46506632892475,-0.0304238301853024,0.0975879960080551,-0.31175791521317,0.755224509841275,0.999945529425441,"makindu vs chicharo","I-5_DBP",0.999945529425441,FALSE
"I-5_DF1",6.63692748763134,-0.0279756734798963,0.0942210746801554,-0.296915245075086,0.766531216860913,0.999945529425441,"makindu vs chicharo","I-5_DF",0.999945529425441,FALSE
"I-5_DK1",15.8619035557715,0.013765669101662,0.106374199720272,0.129407968641466,0.897034842637113,0.999945529425441,"makindu vs chicharo","I-5_DK",0.999945529425441,FALSE
"I-6_DBI1",98.5504336734026,-0.0249743542171027,0.0938838956038742,-0.266013186356022,0.790229053562,0.999945529425441,"makindu vs chicharo","I-6_DBI",0.999945529425441,FALSE
"I-6_DBP1",7.40289395560031,-0.0119650230174621,0.0978800130516706,-0.122241739088713,0.902707571293492,0.999945529425441,"makindu vs chicharo","I-6_DBP",0.999945529425441,FALSE
"I-6_DF1",18.8791701913072,0.0177047751954252,0.103993874808496,0.17024824998615,0.864814907541663,0.999945529425441,"makindu vs chicharo","I-6_DF",0.999945529425441,FALSE
"I-6_DY1",255.347699880699,0.00963320926695366,0.106610860263345,0.0903586111504791,0.928002245618435,0.999945529425441,"makindu vs chicharo","I-6_DY",0.999945529425441,FALSE
"I-7_DBI1",80.6907234614281,-0.0077990972378417,0.0935492792549123,-0.0833688650512202,0.933558244394991,0.999945529425441,"makindu vs chicharo","I-7_DBI",0.999945529425441,FALSE
"I-7_DBP1",45.1077592613186,-9.73775734471006e-05,0.0964223615173112,-0.00100990653946614,0.999194211301278,0.999945529425441,"makindu vs chicharo","I-7_DBP",0.999945529425441,FALSE
"I-8_DBI1",13.1190581102789,-0.00521791812260416,0.101846476890969,-0.0512331725346786,0.959139718684717,0.999945529425441,"makindu vs chicharo","I-8_DBI",0.999945529425441,FALSE
"I-8_DBP1",12.6994065785712,-0.0130296857227982,0.103939447480399,-0.12535842780245,0.90023979823792,0.999945529425441,"makindu vs chicharo","I-8_DBP",0.999945529425441,FALSE
"IDEFIX1",248.853306651902,-0.0134165824211038,0.114917360465264,-0.116749831068033,0.907058300771594,0.999945529425441,"makindu vs chicharo","IDEFIX",0.999945529425441,FALSE
"IDEFIX_I-INT1",702.330695947864,0.00126236239132977,0.108940446868745,0.0115876373524583,0.99075460996232,0.999945529425441,"makindu vs chicharo","IDEFIX_I-INT",0.999945529425441,FALSE
"IDEFIX_I-INT:IDEFIX_LTR1",764.690960150673,-0.00579301951499458,0.106062963074298,-0.0546186844783558,0.956442252916187,0.999945529425441,"makindu vs chicharo","IDEFIX_I-INT:IDEFIX_LTR",0.999945529425441,FALSE
"IDEFIX_LTR1",278.919814163099,-0.000160000915182437,0.112420262544693,-0.0014232391168703,0.998864419865692,0.999945529425441,"makindu vs chicharo","IDEFIX_LTR",0.999945529425441,FALSE
"IDEFIX_LTR:IDEFIX_I-INT1",242.544944486104,0.00369611112351227,0.110547080932644,0.0334347238509564,0.973327919504771,0.999945529425441,"makindu vs chicharo","IDEFIX_LTR:IDEFIX_I-INT",0.999945529425441,FALSE
"I_DM1",7228.69002919903,-0.00401160604615956,0.0955032880578047,-0.0420048998075488,0.966494792084721,0.999945529425441,"makindu vs chicharo","I_DM",0.999945529425441,FALSE
"I-ELEMENT1",10169.0653582233,0.00399408768278023,0.0879060521442088,0.0454358668755591,0.963759892863664,0.999945529425441,"makindu vs chicharo","I-ELEMENT",0.999945529425441,FALSE
"INE-11",8911.63664398629,0.0177751602684281,0.11196018989714,0.158763220076337,0.873855427334706,0.999945529425441,"makindu vs chicharo","INE-1",0.999945529425441,FALSE
"INVADER11",1955.70560231554,-0.00270193582901237,0.0908794592382559,-0.0297309848854711,0.976281600473815,0.999945529425441,"makindu vs chicharo","INVADER1",0.999945529425441,FALSE
"INVADER1_I-INT1",309.986562304322,0.00716044279561974,0.097768371850325,0.0732388466750961,0.941616054199892,0.999945529425441,"makindu vs chicharo","INVADER1_I-INT",0.999945529425441,FALSE
"INVADER1_I-INT:INVADER1_LTR1",654.485367701005,-0.00261630294279623,0.0846015250244741,-0.03092500923641,0.975329344972545,0.999945529425441,"makindu vs chicharo","INVADER1_I-INT:INVADER1_LTR",0.999945529425441,FALSE
"INVADER1_LTR1",747.903964018358,-0.011841590733699,0.0894696827575655,-0.132353109664935,0.894705001378151,0.999945529425441,"makindu vs chicharo","INVADER1_LTR",0.999945529425441,FALSE
"INVADER1_LTR:INVADER1_I-INT1",885.880839165959,-0.00202405675218952,0.0924625196626003,-0.0218905645182003,0.982535251396792,0.999945529425441,"makindu vs chicharo","INVADER1_LTR:INVADER1_I-INT",0.999945529425441,FALSE
"INVADER1_LTR:INVADER1_I-INT:INVADER1_LTR1",258.423930217137,0.0112089415360154,0.0902409682508769,0.124211228594685,0.901148031957559,0.999945529425441,"makindu vs chicharo","INVADER1_LTR:INVADER1_I-INT:INVADER1_LTR",0.999945529425441,FALSE
"INVADER21",395.3498881701,-0.000830966629636361,0.10518893122242,-0.00789975351949621,0.993696974190597,0.999945529425441,"makindu vs chicharo","INVADER2",0.999945529425441,FALSE
"INVADER2_I-INT1",1567.63334129918,-0.0259801972112434,0.116240058097402,-0.223504681918463,0.823142739645072,0.999945529425441,"makindu vs chicharo","INVADER2_I-INT",0.999945529425441,FALSE
"INVADER2_I-INT:INVADER2_LTR1",268.620153186132,-0.000482845516494684,0.0999064785860532,-0.00483297503153202,0.996143858851332,0.999945529425441,"makindu vs chicharo","INVADER2_I-INT:INVADER2_LTR",0.999945529425441,FALSE
"INVADER2_LTR1",67.645274439234,0.016596426022968,0.0943464012621021,0.175909476153327,0.860365060550376,0.999945529425441,"makindu vs chicharo","INVADER2_LTR",0.999945529425441,FALSE
"INVADER2_LTR:INVADER2_I-INT1",591.132187481307,-0.00600559687571001,0.102935345259658,-0.0583433888579347,0.953475107044273,0.999945529425441,"makindu vs chicharo","INVADER2_LTR:INVADER2_I-INT",0.999945529425441,FALSE
"INVADER2_LTR:INVADER2_I-INT:INVADER2_LTR1",100.998476324708,0.00545151821397878,0.109154318466078,0.0499432206676547,0.960167635146297,0.999945529425441,"makindu vs chicharo","INVADER2_LTR:INVADER2_I-INT:INVADER2_LTR",0.999945529425441,FALSE
"INVADER31",2204.43264443909,-0.00113120223756232,0.0942744868545971,-0.0119990283193693,0.990426390289315,0.999945529425441,"makindu vs chicharo","INVADER3",0.999945529425441,FALSE
"INVADER3_I-INT1",638.696858974067,0.0411236305526771,0.0990331827641942,0.41525102399865,0.677958150099398,0.999945529425441,"makindu vs chicharo","INVADER3_I-INT",0.999945529425441,FALSE
"INVADER3_I-INT:INVADER3_LTR1",408.384120861561,0.00572091026572851,0.0987592846761676,0.0579278220218728,0.953806121558546,0.999945529425441,"makindu vs chicharo","INVADER3_I-INT:INVADER3_LTR",0.999945529425441,FALSE
"INVADER3_LTR1",251.870946026062,-0.015721501437114,0.0918779487925298,-0.171112891000809,0.864134999811943,0.999945529425441,"makindu vs chicharo","INVADER3_LTR",0.999945529425441,FALSE
"INVADER3_LTR:INVADER3_I-INT1",725.8464754389,0.00944870893125396,0.0926657673375675,0.101965474443585,0.918784079611977,0.999945529425441,"makindu vs chicharo","INVADER3_LTR:INVADER3_I-INT",0.999945529425441,FALSE
"INVADER3_LTR:INVADER3_I-INT:INVADER3_LTR1",634.960274117138,0.00375014142834008,0.0994717994688283,0.0377005487823237,0.969926438444271,0.999945529425441,"makindu vs chicharo","INVADER3_LTR:INVADER3_I-INT:INVADER3_LTR",0.999945529425441,FALSE
"INVADER41",116.329668134539,-0.00660916034670376,0.114304264345951,-0.0578207679697809,0.95389139540463,0.999945529425441,"makindu vs chicharo","INVADER4",0.999945529425441,FALSE
"INVADER4_I-INT1",28.7190326085811,0.0116805320127793,0.110340787574585,0.10585869712851,0.915694464789563,0.999945529425441,"makindu vs chicharo","INVADER4_I-INT",0.999945529425441,FALSE
"INVADER4_I-INT:INVADER4_LTR1",3.29619768798528,0.0088203565793154,0.0840869180616292,0.104895705332555,0.916458566817277,0.999945529425441,"makindu vs chicharo","INVADER4_I-INT:INVADER4_LTR",0.999945529425441,FALSE
"INVADER4_LTR1",11.2398488190404,0.0046082553948118,0.0997337297430533,0.0462055856798314,0.963146390502921,0.999945529425441,"makindu vs chicharo","INVADER4_LTR",0.999945529425441,FALSE
"INVADER51",427.736496772305,-0.000634501386173176,0.099887715866732,-0.00635214631416454,0.99493175461174,0.999945529425441,"makindu vs chicharo","INVADER5",0.999945529425441,FALSE
"INVADER5_I-INT1",83.6171296209207,-0.0027393843290938,0.112132699225696,-0.0244298438190638,0.980509743500168,0.999945529425441,"makindu vs chicharo","INVADER5_I-INT",0.999945529425441,FALSE
"INVADER5_I-INT:INVADER5_LTR1",2.94451440474223,-0.00470413914770391,0.0794461355621446,-0.0592116798937844,0.952783506756439,0.999945529425441,"makindu vs chicharo","INVADER5_I-INT:INVADER5_LTR",0.999945529425441,FALSE
"INVADER5_LTR1",13.812273609451,0.0144622306843138,0.0957990256714604,0.150964277381186,0.880003895402327,0.999945529425441,"makindu vs chicharo","INVADER5_LTR",0.999945529425441,FALSE
"INVADER5_LTR:INVADER5_I-INT1",5.1766811669869,0.0112359489204667,0.091620623639342,0.122635586554139,0.902395673135241,0.999945529425441,"makindu vs chicharo","INVADER5_LTR:INVADER5_I-INT",0.999945529425441,FALSE
"INVADER61",593.139356233239,-0.0080051449490033,0.102700089948823,-0.0779468153629892,0.937870359390689,0.999945529425441,"makindu vs chicharo","INVADER6",0.999945529425441,FALSE
"INVADER6_I-INT1",624.989615119354,0.000715461138722667,0.0939119956819699,0.00761842119877374,0.993921438148163,0.999945529425441,"makindu vs chicharo","INVADER6_I-INT",0.999945529425441,FALSE
"INVADER6_I-INT:INVADER6_LTR1",210.089318645128,0.000956816813513153,0.094903674636244,0.0100819785659568,0.991955881235916,0.999945529425441,"makindu vs chicharo","INVADER6_I-INT:INVADER6_LTR",0.999945529425441,FALSE
"INVADER6_LTR1",53.0328624343594,-0.00147600328340029,0.0911560602988019,-0.0161920477756726,0.987081179589056,0.999945529425441,"makindu vs chicharo","INVADER6_LTR",0.999945529425441,FALSE
"INVADER6_LTR:INVADER6_I-INT1",494.260443183638,0.00293697396905005,0.0948657966465482,0.0309592505715485,0.975302037415366,0.999945529425441,"makindu vs chicharo","INVADER6_LTR:INVADER6_I-INT",0.999945529425441,FALSE
"INVADER6_LTR:INVADER6_I-INT:INVADER6_LTR1",530.956587183351,0.00280582766968759,0.089608613154665,0.0313120309634155,0.975020695792096,0.999945529425441,"makindu vs chicharo","INVADER6_LTR:INVADER6_I-INT:INVADER6_LTR",0.999945529425441,FALSE
"ISFUN11",45.0201364458866,-0.0125501061052381,0.11164732488963,-0.112408480164166,0.910499531745957,0.999945529425441,"makindu vs chicharo","ISFUN1",0.999945529425441,FALSE
"IVK_DM1",5477.19243283053,0.0048840450859852,0.0979035632544922,0.049886285275333,0.960213006460648,0.999945529425441,"makindu vs chicharo","IVK_DM",0.999945529425441,FALSE
"IVK1",7543.70273371195,0.00677259345401597,0.0898317963317524,0.0753919406109226,0.93990287142214,0.999945529425441,"makindu vs chicharo","IVK",0.999945529425441,FALSE
"JOCKEY-10_DAN1",20.2942985942994,-0.0260922841078341,0.101701359963355,-0.256557868225514,0.797520102781403,0.999945529425441,"makindu vs chicharo","JOCKEY-10_DAN",0.999945529425441,FALSE
"JOCKEY-10_DBP1",144.27010037997,-0.00896172123246789,0.112544386524164,-0.0796283271804389,0.936532864914702,0.999945529425441,"makindu vs chicharo","JOCKEY-10_DBP",0.999945529425441,FALSE
"JOCKEY-10_DEU1",6.37558279481495,-0.0193139577988646,0.09312105260767,-0.207406996141212,0.835692019265144,0.999945529425441,"makindu vs chicharo","JOCKEY-10_DEU",0.999945529425441,FALSE
"JOCKEY-10_DF1",1714.46664865713,-0.0284225475848733,0.112965754870061,-0.25160321920184,0.801347770097136,0.999945529425441,"makindu vs chicharo","JOCKEY-10_DF",0.999945529425441,FALSE
"JOCKEY-10_DRH1",285.946359642412,0.0199733059450488,0.102722232179544,0.19443995249381,0.84583140925468,0.999945529425441,"makindu vs chicharo","JOCKEY-10_DRH",0.999945529425441,FALSE
"JOCKEY-10_DY1",114.808056368719,-0.00395081054393153,0.113247029817967,-0.034886659281767,0.972170118489603,0.999945529425441,"makindu vs chicharo","JOCKEY-10_DY",0.999945529425441,FALSE
"JOCKEY-11B_DBP1",29.0555722699181,-0.00686199775788835,0.106442897652653,-0.0644664689632987,0.948598805444994,0.999945529425441,"makindu vs chicharo","JOCKEY-11B_DBP",0.999945529425441,FALSE
"JOCKEY-11_DAN1",25.7048985338829,-0.00502110597167056,0.103982022233783,-0.0482882123640717,0.961486548766563,0.999945529425441,"makindu vs chicharo","JOCKEY-11_DAN",0.999945529425441,FALSE
"JOCKEY-11_DBP1",10.1438808486768,0.00719388083389665,0.101535106434361,0.0708511675077354,0.943516208330016,0.999945529425441,"makindu vs chicharo","JOCKEY-11_DBP",0.999945529425441,FALSE
"JOCKEY-11_DF1",17.8814560925399,-0.00116532034207311,0.104114171854706,-0.0111927158552377,0.991069691286256,0.999945529425441,"makindu vs chicharo","JOCKEY-11_DF",0.999945529425441,FALSE
"JOCKEY-12_DAN1",37.1858545554578,0.0146395192832183,0.111058375055931,0.131818237713686,0.895128060821775,0.999945529425441,"makindu vs chicharo","JOCKEY-12_DAN",0.999945529425441,FALSE
"JOCKEY-12_DBP1",204.280581555217,0.00226360043392416,0.0849234666157058,0.0266545929426947,0.978735229833745,0.999945529425441,"makindu vs chicharo","JOCKEY-12_DBP",0.999945529425441,FALSE
"JOCKEY-12_DF1",0.225209292514103,-0.00409939508565941,0.0338956938919664,-0.120941471171092,0.903737393994461,0.999945529425441,"makindu vs chicharo","JOCKEY-12_DF",0.999945529425441,FALSE
"JOCKEY-13_DAN1",82.0239751677238,-0.0024715941665611,0.109379861658461,-0.0225964279812188,0.981972193159574,0.999945529425441,"makindu vs chicharo","JOCKEY-13_DAN",0.999945529425441,FALSE
"JOCKEY-13_DBP1",9.7284276726484,-0.0130427898882203,0.10064337884186,-0.129594117748315,0.896887557356853,0.999945529425441,"makindu vs chicharo","JOCKEY-13_DBP",0.999945529425441,FALSE
"JOCKEY-14_DAN1",5.08214422088099,0.0074446223877183,0.0910088620463345,0.0818010710201836,0.93480490437948,0.999945529425441,"makindu vs chicharo","JOCKEY-14_DAN",0.999945529425441,FALSE
"JOCKEY-14_DBP1",30.5677861738845,-0.00377490462196395,0.109832445902615,-0.0343696672776554,0.972582371180945,0.999945529425441,"makindu vs chicharo","JOCKEY-14_DBP",0.999945529425441,FALSE
"JOCKEY-15_DBP1",63.6836626060022,-0.0220803184498239,0.111715357453944,-0.197648013245867,0.84332046660343,0.999945529425441,"makindu vs chicharo","JOCKEY-15_DBP",0.999945529425441,FALSE
"JOCKEY-1_DAN1",12.6729420773906,-0.0141067634811033,0.104411585445149,-0.135107262483951,0.892527068198792,0.999945529425441,"makindu vs chicharo","JOCKEY-1_DAN",0.999945529425441,FALSE
"JOCKEY-1_DBI1",139.256823161611,0.00770115582830905,0.115063306242543,0.0669297283364667,0.946637646303883,0.999945529425441,"makindu vs chicharo","JOCKEY-1_DBI",0.999945529425441,FALSE
"JOCKEY-1_DBP1",524.241016518264,-0.0261326172700209,0.114251915636748,-0.228728044727994,0.819080296003782,0.999945529425441,"makindu vs chicharo","JOCKEY-1_DBP",0.999945529425441,FALSE
"JOCKEY-1_DEL1",16.7181042383646,-0.00591491233773199,0.103029573060506,-0.0574098500268303,0.954218716758148,0.999945529425441,"makindu vs chicharo","JOCKEY-1_DEL",0.999945529425441,FALSE
"JOCKEY-1_DER1",1373.77493918837,-0.00856651981218486,0.116117173514829,-0.0737747875949709,0.941189588926957,0.999945529425441,"makindu vs chicharo","JOCKEY-1_DER",0.999945529425441,FALSE
"JOCKEY-1_DEU1",43.7668232350128,-0.0115322770519445,0.110807140395622,-0.104075215827879,0.917109658934265,0.999945529425441,"makindu vs chicharo","JOCKEY-1_DEU",0.999945529425441,FALSE
"JOCKEY-1_DF1",189.134810816777,-0.0175641022136861,0.106773728281054,-0.164498350825151,0.869338844915146,0.999945529425441,"makindu vs chicharo","JOCKEY-1_DF",0.999945529425441,FALSE
"JOCKEY-1_DGRI1",65.7707034023848,-0.0129988823275637,0.112469990967496,-0.115576450355725,0.907988227700553,0.999945529425441,"makindu vs chicharo","JOCKEY-1_DGRI",0.999945529425441,FALSE
"JOCKEY-1_DK1",177.918607789458,-0.0147641058107623,0.108235865280792,-0.136406779513061,0.891499714498321,0.999945529425441,"makindu vs chicharo","JOCKEY-1_DK",0.999945529425441,FALSE
"JOCKEY-1_DPER1",27.0931483531867,0.0129399639714312,0.108150137040042,0.119648151408632,0.904761874366386,0.999945529425441,"makindu vs chicharo","JOCKEY-1_DPER",0.999945529425441,FALSE
"JOCKEY-1_DRH1",15.8089745534104,0.0113795644732709,0.104111019407279,0.109302209680172,0.912962794026703,0.999945529425441,"makindu vs chicharo","JOCKEY-1_DRH",0.999945529425441,FALSE
"JOCKEY-1_DRO1",42.505153044237,0.00375302523798612,0.100202907562788,0.037454254864156,0.970122813862497,0.999945529425441,"makindu vs chicharo","JOCKEY-1_DRO",0.999945529425441,FALSE
"JOCKEY-1_DSE1",2529.10047107196,0.00737193321875394,0.093201968735712,0.0790963250965026,0.936956006505366,0.999945529425441,"makindu vs chicharo","JOCKEY-1_DSE",0.999945529425441,FALSE
"JOCKEY-1_DSI1",6781.8659311743,-0.00239255499488305,0.1119356870351,-0.0213743718223913,0.98294701721761,0.999945529425441,"makindu vs chicharo","JOCKEY-1_DSI",0.999945529425441,FALSE
"JOCKEY-1_DT1",33.6483425340132,0.00916985326816247,0.110632434703963,0.0828857585273225,0.933942378121632,0.999945529425441,"makindu vs chicharo","JOCKEY-1_DT",0.999945529425441,FALSE
"JOCKEY-1_DVI1",66.5390098529587,-0.00422167569411018,0.112710073876255,-0.0374560635879378,0.970121371721654,0.999945529425441,"makindu vs chicharo","JOCKEY-1_DVI",0.999945529425441,FALSE
"JOCKEY-1_DWI1",40.2514096009175,-0.0197928150026414,0.0987258235239862,-0.200482652827227,0.841103123631208,0.999945529425441,"makindu vs chicharo","JOCKEY-1_DWI",0.999945529425441,FALSE
"JOCKEY-1_DYA1",1708.85386941329,-0.0044996109910224,0.104043690341495,-0.0432473221225972,0.96550438275365,0.999945529425441,"makindu vs chicharo","JOCKEY-1_DYA",0.999945529425441,FALSE
"JOCKEY-2_DAN1",193.95385256323,0.00310449626232163,0.0931585490508285,0.0333248670567827,0.973415523726318,0.999945529425441,"makindu vs chicharo","JOCKEY-2_DAN",0.999945529425441,FALSE
"JOCKEY-2_DBI1",77.8321620254116,-0.0243074258758791,0.10417889749814,-0.23332389245445,0.815509907041583,0.999945529425441,"makindu vs chicharo","JOCKEY-2_DBI",0.999945529425441,FALSE
"JOCKEY-2_DBP1",24.9579612747752,-0.0163060746686039,0.105477256699349,-0.154593276113376,0.877141971153147,0.999945529425441,"makindu vs chicharo","JOCKEY-2_DBP",0.999945529425441,FALSE
"JOCKEY-2_DEL1",12.5320144672078,0.000586998240438623,0.103971133601083,0.00564578090194552,0.995495342515549,0.999945529425441,"makindu vs chicharo","JOCKEY-2_DEL",0.999945529425441,FALSE
"JOCKEY-2_DEU1",24.439094452432,0.0119888002678198,0.105116115675866,0.114052923195794,0.909195840469211,0.999945529425441,"makindu vs chicharo","JOCKEY-2_DEU",0.999945529425441,FALSE
"JOCKEY-2_DF1",35.1611422439711,0.0282669299341605,0.0958466937775225,0.294918153356162,0.768056404021864,0.999945529425441,"makindu vs chicharo","JOCKEY-2_DF",0.999945529425441,FALSE
"JOCKEY-2_DGRI1",170.270581261124,-0.000405611839800375,0.11008908663927,-0.00368439644820969,0.997060283609097,0.999945529425441,"makindu vs chicharo","JOCKEY-2_DGRI",0.999945529425441,FALSE
"JOCKEY-2_DK1",29.2219000277782,0.0152995015505604,0.109612074717473,0.139578614764798,0.888992938140643,0.999945529425441,"makindu vs chicharo","JOCKEY-2_DK",0.999945529425441,FALSE
"JOCKEY-2_DPER1",109.576857980887,-0.0160715404213687,0.105533097817568,-0.152289099379524,0.878958922076959,0.999945529425441,"makindu vs chicharo","JOCKEY-2_DPER",0.999945529425441,FALSE
"JOCKEY-2_DRH1",398.124823963438,-0.017025840052507,0.106613339518616,-0.159697089776782,0.873119693502499,0.999945529425441,"makindu vs chicharo","JOCKEY-2_DRH",0.999945529425441,FALSE
"JOCKEY-2_DSIM1",973.31308687596,0.0136293462847286,0.0981287924953715,0.138892428390693,0.889535154243687,0.999945529425441,"makindu vs chicharo","JOCKEY-2_DSIM",0.999945529425441,FALSE
"JOCKEY-2_DT1",79.7485510196072,0.0202605511468068,0.0986420229710586,0.205394724647438,0.837263741540277,0.999945529425441,"makindu vs chicharo","JOCKEY-2_DT",0.999945529425441,FALSE
"JOCKEY-2_DVI1",28.8274373681495,-0.0307913337997751,0.106537512045606,-0.289018705323193,0.77256706333396,0.999945529425441,"makindu vs chicharo","JOCKEY-2_DVI",0.999945529425441,FALSE
"JOCKEY-2_DYA1",5.87223520742557,-0.0222941476288996,0.0939676283562365,-0.2372534884501,0.812460142841599,0.999945529425441,"makindu vs chicharo","JOCKEY-2_DYA",0.999945529425441,FALSE
"JOCKEY21",379.27778078611,-0.0124188620484817,0.114736029668606,-0.108238554919072,0.913806462191269,0.999945529425441,"makindu vs chicharo","JOCKEY2",0.999945529425441,FALSE
